lettersIn,batchIn,wordIn,wordLengthIn,numWordsOut,numReadLettersOut,numNewLettersOut,timeOut
6,2,drink,5,88,1,4,0.52
6,2,edit,4,89,0,4,0.6
6,2,editor,6,90,4,2,0.6
6,2,effort,6,91,1,5,0.6
6,2,eighty,6,92,1,5,0.6
6,2,eleven,6,93,1,5,0.6
6,2,embody,6,94,1,5,0.6
6,2,enable,6,95,1,5,0.68
6,2,enjoy,5,96,2,3,0.44
6,2,enrich,6,97,2,4,0.52
6,2,euro,4,98,1,3,0.36
6,2,event,5,99,1,4,0.48
6,2,evoke,5,100,2,3,0.52
6,2,exact,5,101,1,4,0.48
6,2,exit,4,102,2,2,0.32
6,2,failed,6,103,0,6,0.64
6,2,famous,6,104,2,4,0.64
6,2,fast,4,105,2,2,0.32
6,2,few,3,106,1,2,0.28
6,2,fifty,5,107,1,4,0.48
6,2,fight,5,108,2,3,0.44
6,2,file,4,109,2,2,0.32
6,2,fine,4,110,2,2,0.44
6,2,firm,4,111,2,2,0.32
6,2,flag,4,112,1,3,0.4
6,2,flee,4,113,2,2,0.32
6,2,flower,6,114,2,4,0.52
6,2,flu,3,115,2,1,0.24
6,2,flying,6,116,2,4,0.64
6,2,focus,5,117,1,4,0.52
6,2,food,4,118,2,2,0.32
6,2,for,3,119,2,1,0.24
6,2,foster,6,120,2,4,0.52
6,2,frog,4,121,1,3,0.44
6,2,front,5,122,3,2,0.44
6,2,fulfil,6,123,1,5,0.56
6,2,full,4,124,3,1,0.28
6,2,game,4,125,0,4,0.44
6,2,gender,6,126,1,5,0.56
6,2,gene,4,127,3,1,0.4
6,2,genre,5,128,3,2,0.36
6,2,giant,5,129,1,4,0.48
6,2,give,4,130,2,2,0.32
6,2,golf,4,131,1,3,0.4
6,2,govern,6,132,2,4,0.64
6,2,grade,5,133,1,4,0.28
6,2,green,5,134,2,3,0.2
6,2,greet,5,135,4,1,0.12
6,2,grey,4,136,3,1,0.12
6,2,grid,4,137,2,2,0.16
6,2,grin,4,138,3,1,0.16
6,2,grind,5,139,4,1,0.16
6,2,guess,5,140,1,4,0.2
6,2,guest,5,141,4,1,0.16
6,2,guide,5,142,2,3,0.2
6,2,guitar,6,143,3,3,0.2
6,2,guy,3,144,2,1,0.16
6,2,gym,3,145,1,2,0.12
6,2,handy,5,146,0,5,0.24
6,2,happen,6,147,2,4,0.2
6,2,hat,3,148,2,1,0.12
6,2,hate,4,149,3,1,0.12
6,2,heart,5,150,1,4,0.24
6,2,her,3,151,2,1,0.08
6,2,herb,4,152,3,1,0.12
6,2,hint,4,153,1,3,0.16
6,2,horror,6,154,1,5,0.24
6,2,hour,4,155,2,2,0.12
6,2,how,3,156,2,1,0.16
6,2,hunger,6,157,1,5,0.24
6,2,i,1,158,0,1,0.08
6,2,ice,3,159,1,2,0.12
6,2,icon,4,160,2,2,0.12
6,2,ideal,5,161,1,4,0.2
6,2,ill,3,162,1,2,0.16
6,2,incur,5,163,1,4,0.2
6,2,infant,6,164,2,4,0.24
6,2,inform,6,165,3,3,0.24
6,2,inject,6,166,2,4,0.28
6,2,intake,6,167,2,4,0.28
6,2,into,4,168,3,1,0.12
6,2,invade,6,169,2,4,0.24
6,2,island,6,170,1,5,0.24
6,2,jet,3,171,0,3,0.12
6,2,job,3,172,1,2,0.2
6,2,joy,3,173,2,1,0.16
6,2,jump,4,174,1,3,0.16
6,2,just,4,175,2,2,0.12
6,2,key,3,176,0,3,0.16
6,2,kick,4,177,1,3,0.16
6,2,kid,3,178,2,1,0.08
6,2,kit,3,179,2,1,0.08
6,2,knife,5,180,1,4,0.28
6,2,know,4,181,2,2,0.16
6,2,lap,3,182,0,3,0.16
6,2,last,4,183,2,2,0.12
6,2,law,3,184,2,1,0.08
6,2,lawn,4,185,3,1,0.12
6,2,leaf,4,186,1,3,0.24
6,2,left,4,187,2,2,0.12
6,2,legend,6,188,2,4,0.2
6,2,lemon,5,189,2,3,0.16
6,2,lesser,6,190,2,4,0.24
6,2,lethal,6,191,2,4,0.28
6,2,lie,3,192,1,2,0.12
6,2,link,4,193,2,2,0.12
6,2,little,6,194,2,4,0.24
6,2,liver,5,195,2,3,0.16
6,2,load,4,196,1,3,0.16
6,2,local,5,197,2,3,0.24
6,2,log,3,198,2,1,0.08
6,2,lonely,6,199,2,4,0.2
6,2,loudly,6,200,2,4,0.24
6,2,low,3,201,2,1,0.08
6,2,mail,4,202,0,4,0.24
6,2,main,4,203,3,1,0.12
6,2,map,3,204,2,1,0.08
6,2,marine,6,205,2,4,0.24
6,2,mark,4,206,3,1,0.12
6,2,mask,4,207,2,2,0.12
6,2,match,5,208,2,3,0.24
6,2,melody,6,209,1,5,0.24
6,2,mental,6,210,2,4,0.24
6,2,mentor,6,211,4,2,0.16
6,2,metre,5,212,2,3,0.2
6,2,mixed,5,213,1,4,0.28
6,2,month,5,214,1,4,0.2
6,2,more,4,215,2,2,0.16
6,2,most,4,216,2,2,0.12
6,2,mother,6,217,2,4,0.24
6,2,music,5,218,1,4,0.28
6,2,must,4,219,3,1,0.12
6,2,name,4,220,0,4,0.2
6,2,nature,6,221,2,4,0.24
6,2,new,3,222,1,2,0.12
6,2,newly,5,223,3,2,0.16
6,2,non,3,224,1,2,0.2
6,2,north,5,225,2,3,0.16
6,2,notice,6,226,2,4,0.24
6,2,notion,6,227,4,2,0.16
6,2,novel,5,228,2,3,0.2
6,2,oblige,6,229,0,6,0.32
6,2,obsess,6,230,2,4,0.24
6,2,ocean,5,231,1,4,0.2
6,2,off,3,232,1,2,0.12
6,2,offend,6,233,3,3,0.2
6,2,once,4,234,1,3,0.24
6,2,online,6,235,2,4,0.24
6,2,ought,5,236,1,4,0.2
6,2,outfit,6,237,2,4,0.2
6,2,outing,6,238,3,3,0.2
6,2,owe,3,239,1,2,0.2
6,2,pace,4,240,0,4,0.2
6,2,pack,4,241,3,1,0.12
6,2,page,4,242,2,2,0.16
6,2,parade,6,243,2,4,0.24
6,2,park,4,244,3,1,0.16
6,2,patent,6,245,2,4,0.28
6,2,pause,5,246,2,3,0.2
6,2,peer,4,247,1,3,0.16
6,2,pepper,6,248,2,4,0.24
6,2,photo,5,249,1,4,0.2
6,2,piece,5,250,1,4,0.28
6,2,place,5,251,1,4,0.2
6,2,plane,5,252,3,2,0.16
6,2,plant,5,253,4,1,0.12
6,2,play,4,254,3,1,0.12
6,2,police,6,255,1,5,0.32
6,2,pond,4,256,2,2,0.16
6,2,poster,6,257,2,4,0.2
6,2,pot,3,258,2,1,0.08
6,2,pump,4,259,1,3,0.16
6,2,punk,4,260,2,2,0.12
6,2,pupil,5,261,2,3,0.24
6,2,push,4,262,2,2,0.12
6,2,put,3,263,2,1,0.08
6,2,puzzle,6,264,2,4,0.24
6,2,quest,5,265,0,5,0.24
6,2,quite,5,266,2,3,0.16
6,2,racial,6,267,0,6,0.32
6,2,radar,5,268,2,3,0.16
6,2,rail,4,269,2,2,0.16
6,2,rather,6,270,2,4,0.24
6,2,rebel,5,271,1,4,0.2
6,2,reduce,6,272,2,4,0.28
6,2,refer,5,273,2,3,0.2
6,2,region,6,274,2,4,0.2
6,2,reign,5,275,2,3,0.16
6,2,relax,5,276,2,3,0.16
6,2,remind,6,277,2,4,0.28
6,2,remove,6,278,3,3,0.2
6,2,repeat,6,279,2,4,0.24
6,2,reside,6,280,2,4,0.2
6,2,rest,4,281,3,1,0.16
6,2,retail,6,282,2,4,0.24
6,2,rifle,5,283,1,4,0.2
6,2,rip,3,284,2,1,0.08
6,2,ritual,6,285,2,4,0.2
6,2,roll,4,286,1,3,0.16
6,2,root,4,287,2,2,0.2
6,2,rotate,6,288,2,4,0.2
6,2,rough,5,289,2,3,0.2
6,2,round,5,290,3,2,0.16
6,2,rub,3,291,1,2,0.12
6,2,ruin,4,292,2,2,0.2
6,2,safe,4,293,0,4,0.2
6,2,sale,4,294,2,2,0.16
6,2,scared,6,295,1,5,0.24
6,2,school,6,296,2,4,0.24
6,2,seal,4,297,1,3,0.16
6,2,second,6,298,2,4,0.28
6,2,secret,6,299,3,3,0.2
6,2,secure,6,300,3,3,0.2
6,2,serve,5,301,2,3,0.2
6,2,seven,5,302,2,3,0.24
6,2,shape,5,303,1,4,0.2
6,2,shiny,5,304,2,3,0.2
6,2,shore,5,305,2,3,0.2
6,2,sight,5,306,1,4,0.2
6,2,simply,6,307,2,4,0.28
6,2,sit,3,308,2,1,0.08
6,2,ski,3,309,1,2,0.12
6,2,skirt,5,310,3,2,0.16
6,2,slam,4,311,1,3,0.16
6,2,smile,5,312,1,4,0.2
6,2,snow,4,313,1,3,0.24
6,2,soap,4,314,1,3,0.16
6,2,solo,4,315,2,2,0.12
6,2,some,4,316,2,2,0.12
6,2,south,5,317,2,3,0.2
6,2,space,5,318,1,4,0.2
6,2,speak,5,319,2,3,0.28
6,2,speech,6,320,3,3,0.2
6,2,sphere,6,321,2,4,0.24
6,2,spin,4,322,2,2,0.12
6,2,spine,5,323,4,1,0.12
6,2,stab,4,324,1,3,0.2
6,2,stable,6,325,4,2,0.16
6,2,stamp,5,326,3,2,0.16
6,2,stand,5,327,3,2,0.16
6,2,statue,6,328,3,3,0.2
6,2,stem,4,329,2,2,0.12
6,2,stick,5,330,2,3,0.24
6,2,sticky,6,331,5,1,0.16
6,2,story,5,332,2,3,0.16
6,2,strong,6,333,2,4,0.24
6,2,studio,6,334,2,4,0.2
6,2,sugar,5,335,1,4,0.24
6,2,super,5,336,2,3,0.2
6,2,switch,6,337,1,5,0.24
6,2,table,5,338,0,5,0.24
6,2,tale,4,339,2,2,0.16
6,2,talent,6,340,4,2,0.24
6,2,tap,3,341,2,1,0.12
6,2,taste,5,342,2,3,0.2
6,2,taxi,4,343,2,2,0.16
6,2,tea,3,344,1,2,0.16
6,2,tempt,5,345,2,3,0.2
6,2,this,4,346,1,3,0.24
6,2,three,5,347,2,3,0.28
6,2,tidy,4,348,1,3,0.4
6,2,to,2,349,1,1,0.2
6,2,too,3,350,2,1,0.24
6,2,tool,4,351,3,1,0.28
6,2,topic,5,352,2,3,0.52
6,2,tree,4,353,1,3,0.4
6,2,trend,5,354,3,2,0.36
6,2,tribal,6,355,2,4,0.52
6,2,tribe,5,356,4,1,0.32
6,2,truck,5,357,2,3,0.52
6,2,tune,4,358,1,3,0.36
6,2,twice,5,359,1,4,0.48
6,2,unable,6,360,0,6,0.6
6,2,unfair,6,361,2,4,0.52
6,2,unify,5,362,2,3,0.52
6,2,unique,6,363,3,3,0.48
6,2,uphold,6,364,1,5,0.64
6,2,usual,5,365,1,4,0.48
6,2,vague,5,366,0,5,0.52
6,2,valley,6,367,2,4,0.64
6,2,vein,4,368,1,3,0.4
6,2,verify,6,369,2,4,0.52
6,2,vessel,6,370,2,4,0.52
6,2,video,5,371,1,4,0.48
6,2,viewer,6,372,2,4,0.6
6,2,virtue,6,373,2,4,0.52
6,2,virus,5,374,3,2,0.36
6,2,visual,6,375,2,4,0.52
6,2,voice,5,376,1,4,0.56
6,2,wait,4,377,0,4,0.44
6,2,walk,4,378,2,2,0.32
6,2,war,3,379,2,1,0.24
6,2,weight,6,380,1,5,0.56
6,2,win,3,381,1,2,0.28
6,2,wind,4,382,3,1,0.28
6,2,window,6,383,4,2,0.52
6,2,wisdom,6,384,2,4,0.52
6,2,woman,5,385,1,4,0.48
6,2,word,4,386,2,2,0.36
6,2,wow,3,387,2,1,0.28
6,2,wrap,4,388,1,3,0.48
6,2,yellow,6,389,0,6,0.64
6,3,a,1,0,0,1,0.16
6,3,absorb,6,1,1,5,0.6
6,3,acre,4,2,1,3,0.44
6,3,acute,5,3,2,3,0.44
6,3,ad,2,4,1,1,0.2
6,3,add,3,5,2,1,0.36
6,3,adj,3,6,2,1,0.24
6,3,admit,5,7,2,3,0.4
6,3,adopt,5,8,2,3,0.4
6,3,agree,5,9,1,4,0.48
6,3,ahead,5,10,1,4,0.48
6,3,align,5,11,1,4,0.56
6,3,ally,4,12,2,2,0.32
6,3,and,3,13,1,2,0.28
6,3,anger,5,14,2,3,0.4
6,3,army,4,15,1,3,0.36
6,3,around,6,16,2,4,0.6
6,3,artist,6,17,2,4,0.52
6,3,auto,4,18,1,3,0.36
6,3,baby,4,19,0,4,0.44
6,3,bath,4,20,2,2,0.32
6,3,beat,4,21,1,3,0.36
6,3,beauty,6,22,3,3,0.6
6,3,bed,3,23,2,1,0.16
6,3,beer,4,24,2,2,0.2
6,3,behave,6,25,2,4,0.28
6,3,below,5,26,2,3,0.2
6,3,betray,6,27,2,4,0.28
6,3,bill,4,28,1,3,0.16
6,3,bin,3,29,2,1,0.12
6,3,bite,4,30,2,2,0.16
6,3,bitter,6,31,3,3,0.2
6,3,blame,5,32,1,4,0.2
6,3,blog,4,33,2,2,0.2
6,3,blow,4,34,3,1,0.12
6,3,boat,4,35,1,3,0.16
6,3,boom,4,36,2,2,0.16
6,3,boost,5,37,3,2,0.16
6,3,box,3,38,2,1,0.08
6,3,bridge,6,39,1,5,0.28
6,3,bright,6,40,3,3,0.2
6,3,broken,6,41,2,4,0.24
6,3,bug,3,42,1,2,0.12
6,3,build,5,43,2,3,0.16
6,3,burn,4,44,2,2,0.2
6,3,butter,6,45,2,4,0.24
6,3,cake,4,46,0,4,0.2
6,3,can,3,47,2,1,0.12
6,3,cancer,6,48,3,3,0.2
6,3,career,6,49,2,4,0.28
6,3,carpet,6,50,3,3,0.2
6,3,carve,5,51,3,2,0.16
6,3,cease,5,52,1,4,0.2
6,3,check,5,53,1,4,0.2
6,3,choir,5,54,2,3,0.24
6,3,choose,6,55,3,3,0.2
6,3,chop,4,56,3,1,0.12
6,3,chunk,5,57,2,3,0.2
6,3,circle,6,58,1,5,0.24
6,3,cite,4,59,2,2,0.2
6,3,club,4,60,1,3,0.16
6,3,coffee,6,61,1,5,0.24
6,3,comedy,6,62,2,4,0.2
6,3,comply,6,63,3,3,0.2
6,3,confer,6,64,2,4,0.28
6,3,convey,6,65,3,3,0.2
6,3,cost,4,66,2,2,0.12
6,3,could,5,67,2,3,0.2
6,3,county,6,68,3,3,0.2
6,3,craft,5,69,1,4,0.28
6,3,create,6,70,2,4,0.24
6,3,cross,5,71,2,3,0.16
6,3,crowd,5,72,3,2,0.16
6,3,cry,3,73,2,1,0.12
6,3,damage,6,74,0,6,0.32
6,3,dance,5,75,2,3,0.2
6,3,dare,4,76,2,2,0.12
6,3,deed,4,77,1,3,0.16
6,3,detect,6,78,2,4,0.24
6,3,dig,3,79,1,2,0.16
6,3,dirty,5,80,2,3,0.24
6,3,divine,6,81,2,4,0.2
6,3,dollar,6,82,1,5,0.24
6,3,domain,6,83,2,4,0.24
6,3,dust,4,84,1,3,0.16
6,3,ear,3,85,0,3,0.24
6,3,earth,5,86,3,2,0.16
6,3,edit,4,87,1,3,0.2
6,3,editor,6,88,4,2,0.16
6,3,effort,6,89,1,5,0.24
6,3,eighty,6,90,1,5,0.32
6,3,either,6,91,2,4,0.2
6,3,elect,5,92,1,4,0.2
6,3,embark,6,93,1,5,0.24
6,3,embody,6,94,3,3,0.2
6,3,enable,6,95,1,5,0.32
6,3,enemy,5,96,2,3,0.16
6,3,entry,5,97,2,3,0.2
6,3,essay,5,98,1,4,0.2
6,3,exact,5,99,1,4,0.2
6,3,exceed,6,100,2,4,0.28
6,3,excuse,6,101,3,3,0.2
6,3,eye,3,102,1,2,0.12
6,3,fall,4,103,0,4,0.2
6,3,famous,6,104,2,4,0.24
6,3,fat,3,105,2,1,0.2
6,3,fee,3,106,1,2,0.12
6,3,few,3,107,2,1,0.12
6,3,fight,5,108,1,4,0.28
6,3,file,4,109,2,2,0.16
6,3,fine,4,110,2,2,0.16
6,3,firm,4,111,2,2,0.24
6,3,flying,6,112,1,5,0.36
6,3,folk,4,113,1,3,0.28
6,3,food,4,114,2,2,0.2
6,3,force,5,115,2,3,0.2
6,3,foster,6,116,2,4,0.28
6,3,friday,6,117,1,5,0.32
6,3,frog,4,118,2,2,0.16
6,3,front,5,119,3,2,0.24
6,3,fulfil,6,120,1,5,0.36
6,3,gaming,6,121,0,6,0.48
6,3,garage,6,122,2,4,0.4
6,3,gender,6,123,1,5,0.28
6,3,giant,5,124,1,4,0.4
6,3,glass,5,125,1,4,0.32
6,3,go,2,126,1,1,0.24
6,3,gold,4,127,2,2,0.2
6,3,golf,4,128,3,1,0.16
6,3,good,4,129,2,2,0.36
6,3,govern,6,130,2,4,0.52
6,3,grace,5,131,1,4,0.48
6,3,grade,5,132,3,2,0.24
6,3,greet,5,133,2,3,0.2
6,3,grief,5,134,2,3,0.28
6,3,grin,4,135,3,1,0.12
6,3,grind,5,136,4,1,0.12
6,3,growth,6,137,2,4,0.32
6,3,guitar,6,138,1,5,0.24
6,3,guy,3,139,2,1,0.12
6,3,handy,5,140,0,5,0.24
6,3,harsh,5,141,2,3,0.2
6,3,hat,3,142,2,1,0.12
6,3,hate,4,143,3,1,0.28
6,3,hazard,6,144,2,4,0.6
6,3,health,6,145,1,5,0.32
6,3,heart,5,146,3,2,0.16
6,3,heat,4,147,3,1,0.12
6,3,herb,4,148,2,2,0.24
6,3,hers,4,149,3,1,0.16
6,3,highly,6,150,1,5,0.28
6,3,horror,6,151,1,5,0.48
6,3,hotel,5,152,2,3,0.24
6,3,how,3,153,2,1,0.12
6,3,humble,6,154,1,5,0.36
6,3,humour,6,155,3,3,0.24
6,3,icon,4,156,0,4,0.2
6,3,ideal,5,157,1,4,0.28
6,3,ill,3,158,1,2,0.16
6,3,import,6,159,1,5,0.36
6,3,infant,6,160,1,5,0.28
6,3,info,4,161,3,1,0.12
6,3,injury,6,162,2,4,0.24
6,3,invade,6,163,2,4,0.24
6,3,issue,5,164,1,4,0.28
6,3,joy,3,165,0,3,0.16
6,3,jump,4,166,1,3,0.24
6,3,kid,3,167,0,3,0.16
6,3,kidney,6,168,3,3,0.2
6,3,king,4,169,2,2,0.16
6,3,kit,3,170,2,1,0.2
6,3,knife,5,171,1,4,0.2
6,3,know,4,172,2,2,0.12
6,3,last,4,173,0,4,0.2
6,3,latest,6,174,2,4,0.32
6,3,laugh,5,175,2,3,0.24
6,3,law,3,176,2,1,0.08
6,3,lawn,4,177,3,1,0.12
6,3,layer,5,178,2,3,0.16
6,3,leaf,4,179,1,3,0.16
6,3,league,6,180,3,3,0.2
6,3,left,4,181,2,2,0.2
6,3,lens,4,182,2,2,0.16
6,3,link,4,183,1,3,0.16
6,3,lion,4,184,2,2,0.12
6,3,little,6,185,2,4,0.2
6,3,live,4,186,2,2,0.12
6,3,liver,5,187,4,1,0.2
6,3,load,4,188,1,3,0.16
6,3,local,5,189,2,3,0.2
6,3,log,3,190,2,1,0.08
6,3,lonely,6,191,2,4,0.24
6,3,look,4,192,2,2,0.32
6,3,lot,3,193,2,1,0.24
6,3,love,4,194,2,2,0.16
6,3,low,3,195,2,1,0.12
6,3,lunch,5,196,1,4,0.28
6,3,main,4,197,0,4,0.2
6,3,map,3,198,2,1,0.12
6,3,marine,6,199,2,4,0.28
6,3,mark,4,200,3,1,0.12
6,3,mask,4,201,2,2,0.16
6,3,master,6,202,3,3,0.2
6,3,media,5,203,1,4,0.24
6,3,memory,6,204,2,4,0.28
6,3,merger,6,205,2,4,0.24
6,3,metre,5,206,2,3,0.2
6,3,mirror,6,207,1,5,0.24
6,3,mixed,5,208,2,3,0.2
6,3,month,5,209,1,4,0.44
6,3,more,4,210,2,2,0.32
6,3,mother,6,211,2,4,0.52
6,3,mouth,5,212,2,3,0.4
6,3,much,4,213,1,3,0.36
6,3,museum,6,214,2,4,0.6
6,3,music,5,215,3,2,0.36
6,3,must,4,216,3,1,0.28
6,3,myth,4,217,1,3,0.36
6,3,name,4,218,0,4,0.44
6,3,nasty,5,219,2,3,0.48
6,3,new,3,220,1,2,0.4
6,3,newly,5,221,3,2,0.36
6,3,noise,5,222,1,4,0.48
6,3,noisy,5,223,4,1,0.32
6,3,non,3,224,2,1,0.24
6,3,norm,4,225,2,2,0.32
6,3,normal,6,226,4,2,0.48
6,3,notice,6,227,2,4,0.52
6,3,notion,6,228,4,2,0.4
6,3,novel,5,229,2,3,0.44
6,3,nut,3,230,1,2,0.28
6,3,obsess,6,231,0,6,0.72
6,3,once,4,232,1,3,0.36
6,3,one,3,233,2,1,0.24
6,3,outing,6,234,1,5,0.56
6,3,outlet,6,235,3,3,0.44
6,3,pack,4,236,0,4,0.44
6,3,paint,5,237,2,3,0.52
6,3,pants,5,238,2,3,0.44
6,3,parade,6,239,2,4,0.52
6,3,peer,4,240,1,3,0.4
6,3,pig,3,241,1,2,0.28
6,3,pile,4,242,2,2,0.44
6,3,pin,3,243,2,1,0.24
6,3,plant,5,244,1,4,0.48
6,3,play,4,245,3,1,0.28
6,3,pledge,6,246,2,4,0.52
6,3,plot,4,247,2,2,0.32
6,3,police,6,248,1,5,0.68
6,3,pond,4,249,2,2,0.32
6,3,poster,6,250,2,4,0.52
6,3,proof,5,251,1,4,0.52
6,3,proper,6,252,3,3,0.48
6,3,pump,4,253,1,3,0.48
6,3,punk,4,254,2,2,0.32
6,3,pure,4,255,2,2,0.32
6,3,put,3,256,2,1,0.24
6,3,quest,5,257,0,5,0.52
6,3,quite,5,258,2,3,0.4
6,3,racial,6,259,0,6,0.72
6,3,raise,5,260,2,3,0.4
6,3,rating,6,261,2,4,0.52
6,3,react,5,262,1,4,0.48
6,3,rear,4,263,3,1,0.28
6,3,recall,6,264,2,4,0.64
6,3,record,6,265,3,3,0.48
6,3,refuse,6,266,2,4,0.52
6,3,regard,6,267,2,4,0.52
6,3,regime,6,268,3,3,0.56
6,3,region,6,269,4,2,0.4
6,3,relief,6,270,2,4,0.52
6,3,renew,5,271,2,3,0.4
6,3,repeat,6,272,2,4,0.52
6,3,retail,6,273,2,4,0.6
6,3,reveal,6,274,2,4,0.52
6,3,revive,6,275,3,3,0.44
6,3,right,5,276,1,4,0.48
6,3,rip,3,277,2,1,0.24
6,3,rise,4,278,2,2,0.44
6,3,ritual,6,279,2,4,0.52
6,3,rival,5,280,2,3,0.4
6,3,root,4,281,1,3,0.36
6,3,rub,3,282,1,2,0.28
6,3,safe,4,283,0,4,0.44
6,3,sale,4,284,2,2,0.44
6,3,salt,4,285,3,1,0.28
6,3,sample,6,286,2,4,0.6
6,3,school,6,287,1,5,0.6
6,3,score,5,288,2,3,0.44
6,3,seal,4,289,1,3,0.48
6,3,second,6,290,2,4,0.52
6,3,secret,6,291,3,3,0.44
6,3,seem,4,292,2,2,0.32
6,3,sheer,5,293,1,4,0.48
6,3,shell,5,294,3,2,0.48
6,3,shift,5,295,2,3,0.4
6,3,shiny,5,296,3,2,0.36
6,3,sight,5,297,1,4,0.48
6,3,silver,6,298,2,4,0.52
6,3,simply,6,299,2,4,0.64
6,3,sin,3,300,2,1,0.24
6,3,sister,6,301,2,4,0.52
6,3,sit,3,302,2,1,0.24
6,3,six,3,303,2,1,0.24
6,3,ski,3,304,1,2,0.28
6,3,skip,4,305,3,1,0.28
6,3,slam,4,306,1,3,0.48
6,3,slice,5,307,2,3,0.44
6,3,slip,4,308,3,1,0.28
6,3,smile,5,309,1,4,0.48
6,3,snow,4,310,1,3,0.36
6,3,solid,5,311,1,4,0.6
6,3,some,4,312,2,2,0.32
6,3,song,4,313,2,2,0.32
6,3,south,5,314,2,3,0.4
6,3,space,5,315,1,4,0.48
6,3,spare,5,316,3,2,0.36
6,3,speak,5,317,2,3,0.52
6,3,sphere,6,318,2,4,0.52
6,3,spread,6,319,2,4,0.52
6,3,stab,4,320,1,3,0.36
6,3,stall,5,321,3,2,0.36
6,3,stamp,5,322,3,2,0.48
6,3,stance,6,323,3,3,0.48
6,3,stand,5,324,4,1,0.32
6,3,stay,4,325,3,1,0.28
6,3,stem,4,326,2,2,0.32
6,3,sticky,6,327,2,4,0.64
6,3,stop,4,328,2,2,0.32
6,3,story,5,329,3,2,0.36
6,3,strong,6,330,2,4,0.52
6,3,studio,6,331,2,4,0.52
6,3,stun,4,332,3,1,0.28
6,3,such,4,333,1,3,0.48
6,3,sudden,6,334,2,4,0.52
6,3,sugar,5,335,2,3,0.4
6,3,super,5,336,2,3,0.44
6,3,sure,4,337,2,2,0.32
6,3,sweep,5,338,1,4,0.56
6,3,swim,4,339,2,2,0.32
6,3,switch,6,340,3,3,0.44
6,3,tale,4,341,0,4,0.44
6,3,tank,4,342,2,2,0.4
6,3,tape,4,343,2,2,0.32
6,3,task,4,344,2,2,0.44
6,3,taste,5,345,3,2,0.36
6,3,tea,3,346,1,2,0.28
6,3,tender,6,347,2,4,0.84
6,3,terror,6,348,2,4,0.52
6,3,thesis,6,349,1,5,0.68
6,3,thumb,5,350,2,3,0.44
6,3,till,4,351,1,3,0.36
6,3,to,2,352,1,1,0.2
6,3,too,3,353,2,1,0.24
6,3,tour,4,354,2,2,0.32
6,3,tragic,6,355,1,5,0.68
6,3,treat,5,356,2,3,0.44
6,3,treaty,6,357,5,1,0.36
6,3,tribe,5,358,2,3,0.44
6,3,truck,5,359,2,3,0.4
6,3,two,3,360,1,2,0.28
6,3,unfair,6,361,0,6,0.76
6,3,union,5,362,2,3,0.44
6,3,until,5,363,2,3,0.44
6,3,unveil,6,364,2,4,0.52
6,3,uphold,6,365,1,5,0.68
6,3,urgent,6,366,1,5,0.56
6,3,vague,5,367,0,5,0.52
6,3,valley,6,368,2,4,0.52
6,3,verify,6,369,1,5,0.56
6,3,virus,5,370,1,4,0.6
6,3,visual,6,371,2,4,0.52
6,3,voice,5,372,1,4,0.48
6,3,walk,4,373,0,4,0.44
6,3,watch,5,374,2,3,0.4
6,3,way,3,375,2,1,0.36
6,3,weight,6,376,1,5,0.56
6,3,whose,5,377,1,4,0.48
6,3,win,3,378,1,2,0.28
6,3,wind,4,379,3,1,0.28
6,3,wine,4,380,3,1,0.28
6,3,wipe,4,381,2,2,0.44
6,3,within,6,382,2,4,0.52
6,3,woman,5,383,1,4,0.48
6,3,word,4,384,2,2,0.32
6,3,work,4,385,3,1,0.28
6,3,world,5,386,3,2,0.48
6,3,wow,3,387,2,1,0.24
6,3,wrist,5,388,1,4,0.48
6,3,young,5,389,0,5,0.52
6,4,absorb,6,0,0,6,0.28
6,4,acid,4,1,1,3,0.16
6,4,ad,2,2,1,1,0.08
6,4,adopt,5,3,2,3,0.24
6,4,advice,6,4,2,4,0.2
6,4,ahead,5,5,1,4,0.2
6,4,and,3,6,1,2,0.12
6,4,app,3,7,1,2,0.12
6,4,arms,4,8,1,3,0.24
6,4,artist,6,9,2,4,0.2
6,4,at,2,10,1,1,0.08
6,4,auto,4,11,1,3,0.16
6,4,baby,4,12,0,4,0.16
6,4,ballet,6,13,2,4,0.24
6,4,banner,6,14,2,4,0.28
6,4,base,4,15,2,2,0.12
6,4,bat,3,16,2,1,0.08
6,4,bath,4,17,3,1,0.12
6,4,bay,3,18,2,1,0.08
6,4,beast,5,19,1,4,0.2
6,4,beat,4,20,3,1,0.2
6,4,beauty,6,21,3,3,0.2
6,4,bed,3,22,2,1,0.12
6,4,beg,3,23,2,1,0.12
6,4,belief,6,24,2,4,0.24
6,4,bell,4,25,3,1,0.12
6,4,beyond,6,26,2,4,0.28
6,4,bill,4,27,1,3,0.16
6,4,bin,3,28,2,1,0.12
6,4,bishop,6,29,2,4,0.2
6,4,bite,4,30,2,2,0.16
6,4,blind,5,31,1,4,0.2
6,4,blog,4,32,2,2,0.2
6,4,boat,4,33,1,3,0.16
6,4,boost,5,34,2,3,0.16
6,4,boot,4,35,3,1,0.12
6,4,bottle,6,36,2,4,0.2
6,4,breach,6,37,1,5,0.32
6,4,break,5,38,4,1,0.12
6,4,bridge,6,39,2,4,0.24
6,4,buffer,6,40,1,5,0.24
6,4,bug,3,41,2,1,0.12
6,4,build,5,42,2,3,0.24
