where,cue,feature,translated,frequency_feature,frequency_translated,n,normalized_feature,normalized_translated,pos_cue,pos_feature,pos_translated,a1,a2,a3,FSG,BSG,word_list,school_code
b,mythology,legends,legend,2,5,30,6.666666667,16.66666667,noun,noun,noun,numbers,0,0,0.033,0,mturk2,5
b,mythology,myth,myth,1,15,30,3.333333333,50,noun,noun,noun,0,0,0,0.027,0.01,mturk2,5
b,mythology,mythical,myth,2,15,30,6.666666667,50,noun,adjective,noun,characteristic,0,0,0.027,0.01,mturk2,5
b,mythology,mythos,myth,1,15,30,3.333333333,50,noun,noun,noun,numbers,0,0,0.027,0.01,mturk2,5
b,mythology,myths,myth,11,15,30,36.66666667,50,noun,noun,noun,numbers,0,0,0.027,0.01,mturk2,5
b,mythology,stories,story,14,17,30,46.66666667,56.66666667,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,mythology,story,story,3,17,30,10,56.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,mythology,study,study,7,7,30,23.33333333,23.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,mythology,tale,tale,3,5,30,10,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,mythology,tales,tale,2,5,30,6.666666667,16.66666667,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,nag,annoy,annoy,7,8,30,23.33333333,26.66666667,noun,verb,verb,0,0,0,0.074,0,mturk2,5
b,nag,annoying,annoy,1,8,30,3.333333333,26.66666667,noun,adjective,verb,present_participle,0,0,0.074,0,mturk2,5
b,nag,bother,bother,8,10,30,26.66666667,33.33333333,noun,verb,verb,0,0,0,0.216,0.014,mturk2,5
b,nag,bothers,bother,1,10,30,3.333333333,33.33333333,noun,verb,verb,third_person,0,0,0.216,0.014,mturk2,5
b,nag,bothersome,bother,1,10,30,3.333333333,33.33333333,noun,adjective,verb,characteristic,0,0,0.216,0.014,mturk2,5
b,nag,complain,complain,4,8,30,13.33333333,26.66666667,noun,verb,verb,0,0,0,0.074,0.041,mturk2,5
b,nag,complaining,complain,2,8,30,6.666666667,26.66666667,noun,verb,verb,present_participle,0,0,0.074,0.041,mturk2,5
b,nag,complains,complain,2,8,30,6.666666667,26.66666667,noun,verb,verb,numbers,0,0,0.074,0.041,mturk2,5
b,nag,horse,horse,7,7,30,23.33333333,23.33333333,noun,noun,noun,0,0,0,0.047,0,mturk2,5
b,nag,old,old,7,7,30,23.33333333,23.33333333,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,nag,over,over,7,7,30,23.33333333,23.33333333,noun,other,other,0,0,0,NA,NA,mturk2,5
b,nag,pester,pester,4,5,30,13.33333333,16.66666667,noun,verb,verb,0,0,0,0.027,NA,mturk2,5
b,nag,pesters,pester,1,5,30,3.333333333,16.66666667,noun,verb,verb,third_person,0,0,0.027,NA,mturk2,5
b,nag,repeat,repeat,1,5,30,3.333333333,16.66666667,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,nag,repeatedly,repeat,2,5,30,6.666666667,16.66666667,noun,other,verb,past_tense,characteristic,0,NA,NA,mturk2,5
b,nag,repeating,repeat,1,5,30,3.333333333,16.66666667,noun,verb,verb,present_participle,0,0,NA,NA,mturk2,5
b,nag,repeats,repeat,1,5,30,3.333333333,16.66666667,noun,verb,verb,third_person,0,0,NA,NA,mturk2,5
b,nail,build,build,3,12,69,4.347826087,17.39130435,noun,verb,verb,0,0,0,NA,NA,wl22b,3
b,nail,building,build,8,12,69,11.5942029,17.39130435,noun,noun,verb,present_participle,0,0,NA,NA,wl22b,3
b,nail,buildings,build,1,12,69,1.449275362,17.39130435,noun,noun,verb,present_participle,numbers,0,NA,NA,wl22b,3
b,nail,constructing,construct,1,15,69,1.449275362,21.73913043,noun,verb,verb,present_participle,0,0,NA,NA,wl22b,3
b,nail,construction,construct,14,15,69,20.28985507,21.73913043,noun,noun,verb,actions_process,0,0,NA,NA,wl22b,3
b,nail,finger,finger,8,19,69,11.5942029,27.53623188,noun,noun,noun,0,0,0,0.122,0,wl22b,3
b,nail,fingers,finger,11,19,69,15.94202899,27.53623188,noun,noun,noun,numbers,0,0,0.122,0,wl22b,3
b,nail,flat,flat,12,12,69,17.39130435,17.39130435,noun,adjective,adjective,0,0,0,NA,NA,wl22b,3
b,nail,hammer,hammer,29,31,69,42.02898551,44.92753623,noun,noun,noun,0,0,0,0.622,0.8,wl22b,3
b,nail,hammered,hammer,1,31,69,1.449275362,44.92753623,noun,verb,noun,past_tense,0,0,0.622,0.8,wl22b,3
b,nail,hammering,hammer,1,31,69,1.449275362,44.92753623,noun,verb,noun,present_participle,0,0,0.622,0.8,wl22b,3
b,nail,hard,hard,16,16,69,23.1884058,23.1884058,noun,adjective,adjective,0,0,0,NA,NA,wl22b,3
b,nail,hold,hold,7,25,69,10.14492754,36.23188406,noun,verb,verb,0,0,0,NA,NA,wl22b,3
b,nail,holds,hold,18,25,69,26.08695652,36.23188406,noun,verb,verb,third_person,0,0,NA,NA,wl22b,3
b,nail,long,long,18,18,69,26.08695652,26.08695652,noun,adjective,adjective,0,0,0,NA,NA,wl22b,3
b,nail,metal,metal,28,30,69,40.57971014,43.47826087,noun,noun,noun,0,0,0,NA,NA,wl22b,3
b,nail,metallic,metal,2,30,69,2.898550725,43.47826087,noun,adjective,noun,characteristic,0,0,NA,NA,wl22b,3
b,nail,point,point,2,18,69,2.898550725,26.08695652,noun,noun,noun,0,0,0,NA,NA,wl22b,3
b,nail,pointed,point,8,18,69,11.5942029,26.08695652,noun,verb,noun,past_tense,0,0,NA,NA,wl22b,3
b,nail,pointy,point,8,18,69,11.5942029,26.08695652,noun,adjective,noun,characteristic,0,0,NA,NA,wl22b,3
b,nail,sharp,sharp,16,16,69,23.1884058,23.1884058,noun,adjective,adjective,0,0,0,NA,NA,wl22b,3
b,nail,together,together,24,24,69,34.7826087,34.7826087,noun,other,other,0,0,0,NA,NA,wl22b,3
b,nail,wood,wood,15,15,69,21.73913043,21.73913043,noun,noun,noun,0,0,0,NA,NA,wl22b,3
b,naive,aware,aware,1,7,60,1.666666667,11.66666667,adjective,adjective,adjective,0,0,0,NA,NA,mturk,4
b,naive,experienced,experience,1,13,60,1.666666667,21.66666667,adjective,verb,noun,past_tense,0,0,NA,NA,mturk,4
b,naive,ignorance,ignore,1,12,60,1.666666667,20,adjective,noun,verb,characteristic,0,0,NA,NA,mturk,4
b,naive,ignorant,ignore,10,12,60,16.66666667,20,adjective,adjective,verb,characteristic,0,0,0.022,0,mturk,4
b,naive,ignore,ignore,1,12,60,1.666666667,20,adjective,verb,verb,0,0,0,NA,NA,mturk,4
b,naive,inexperience,experience,2,13,60,3.333333333,21.66666667,adjective,noun,noun,not,0,0,NA,NA,mturk,4
b,naive,inexperienced,experience,10,13,60,16.66666667,21.66666667,adjective,adjective,noun,not,past_tense,0,0.022,NA,mturk,4
b,naive,innocence,innocent,1,12,60,1.666666667,20,adjective,noun,adjective,characteristic,0,0,0.108,0.043,mturk,4
b,naive,innocent,innocent,11,12,60,18.33333333,20,adjective,adjective,adjective,0,0,0,0.108,0.043,mturk,4
b,naive,unaware,aware,6,7,60,10,11.66666667,adjective,adjective,adjective,not,0,0,NA,NA,mturk,4
b,naive,young,young,9,9,60,15,15,adjective,adjective,adjective,0,0,0,0.05,0,mturk,4
b,naked,bare,bare,18,18,69,26.08695652,26.08695652,adjective,adjective,adjective,0,0,0,NA,NA,wl22b,3
b,naked,clothed,cloth,5,48,69,7.246376812,69.56521739,adjective,verb,noun,actions_process,past_tense,0,NA,NA,wl22b,3
b,naked,clothes,cloth,27,48,69,39.13043478,69.56521739,adjective,noun,noun,numbers,0,0,NA,NA,wl22b,3
b,naked,clothing,cloth,13,48,69,18.84057971,69.56521739,adjective,noun,noun,present_participle,0,0,NA,NA,wl22b,3
b,naked,cloths,cloth,1,48,69,1.449275362,69.56521739,adjective,noun,noun,numbers,0,0,NA,NA,wl22b,3
b,naked,cover,cover,5,13,69,7.246376812,18.84057971,adjective,verb,verb,0,0,0,NA,NA,wl22b,3
b,naked,covered,cover,1,13,69,1.449275362,18.84057971,adjective,adjective,verb,past_tense,0,0,NA,NA,wl22b,3
b,naked,covering,cover,5,13,69,7.246376812,18.84057971,adjective,verb,verb,present_participle,0,0,NA,NA,wl22b,3
b,naked,exposed,expose,10,13,69,14.49275362,18.84057971,adjective,verb,verb,past_tense,0,0,NA,NA,wl22b,3
b,naked,exposing,expose,1,13,69,1.449275362,18.84057971,adjective,verb,verb,present_participle,0,0,NA,NA,wl22b,3
b,naked,exposure,expose,2,13,69,2.898550725,18.84057971,adjective,noun,verb,characteristic,0,0,NA,NA,wl22b,3
b,naked,sex,sex,9,12,69,13.04347826,17.39130435,adjective,noun,noun,0,0,0,NA,NA,wl22b,3
b,naked,sexual,sex,3,12,69,4.347826087,17.39130435,adjective,adjective,noun,characteristic,0,0,NA,NA,wl22b,3
b,naked,unclothed,cloth,2,48,69,2.898550725,69.56521739,adjective,adjective,noun,not,characteristic,0,NA,NA,wl22b,3
b,naked,uncovered,cover,2,13,69,2.898550725,18.84057971,adjective,verb,verb,not,past_tense,0,NA,NA,wl22b,3
b,naked,without,with,22,22,69,31.88405797,31.88405797,adjective,other,other,not,0,0,NA,NA,wl22b,3
b,name,call,call,7,12,50,14,24,noun,verb,verb,0,0,0,NA,NA,wl3,1
b,name,called,call,3,12,50,6,24,noun,verb,verb,past_tense,0,0,NA,NA,wl3,1
b,name,calling,call,2,12,50,4,24,noun,verb,verb,present_participle,0,0,NA,NA,wl3,1
b,name,figure,figure,7,7,50,14,14,noun,noun,noun,0,0,0,NA,NA,wl3,1
b,name,identifiable,identity,1,36,50,2,72,noun,adjective,noun,actions_process,actions_process,0,0.035,0.117,wl3,1
b,name,identification,identity,12,36,50,24,72,noun,noun,noun,actions_process,characteristic,0,0.021,0.054,wl3,1
b,name,identifier,identity,2,36,50,4,72,noun,noun,noun,actions_process,person_object,0,0.035,0.117,wl3,1
b,name,identifies,identity,1,36,50,2,72,noun,verb,noun,actions_process,third_person,0,0.035,0.117,wl3,1
b,name,identify,identity,10,36,50,20,72,noun,verb,noun,actions_process,0,0,0.035,0.117,wl3,1
b,name,identifying,identity,1,36,50,2,72,noun,verb,noun,actions_process,present_participle,0,0.035,0.117,wl3,1
b,name,identity,identity,9,36,50,18,72,noun,noun,noun,0,0,0,0.035,0.117,wl3,1
b,name,people,person,5,35,50,10,70,noun,noun,noun,numbers,0,0,0.139,0,wl3,1
b,name,person,person,27,35,50,54,70,noun,noun,noun,0,0,0,0.139,0,wl3,1
b,name,personal,person,1,35,50,2,70,noun,adjective,noun,characteristic,0,0,0.139,0,wl3,1
b,name,personality,person,1,35,50,2,70,noun,noun,noun,characteristic,characteristic,0,0.139,0,wl3,1
b,name,persons,person,1,35,50,2,70,noun,noun,noun,numbers,0,0,0.139,0,wl3,1
b,name,words,word,8,8,50,16,16,noun,noun,noun,numbers,0,0,NA,NA,wl3,1
b,nap,brief,brief,4,5,30,13.33333333,16.66666667,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,nap,briefly,brief,1,5,30,3.333333333,16.66666667,noun,other,adjective,characteristic,0,0,NA,NA,mturk2,5
b,nap,day,day,9,9,30,30,30,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,nap,during,during,7,7,30,23.33333333,23.33333333,noun,other,other,0,0,0,NA,NA,mturk2,5
b,nap,period,period,10,10,30,33.33333333,33.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,nap,rest,rest,9,9,30,30,30,noun,noun,noun,0,0,0,0.02,0,mturk2,5
b,nap,short,short,18,19,30,60,63.33333333,noun,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,nap,shorter,short,1,19,30,3.333333333,63.33333333,noun,adjective,adjective,magnitude,0,0,NA,NA,mturk2,5
b,nap,sleep,sleep,28,33,30,93.33333333,100,noun,noun,noun,0,0,0,0.73,0,mturk2,5
b,nap,sleeping,sleep,5,33,30,16.66666667,100,noun,verb,noun,present_participle,0,0,0.73,0,mturk2,5
b,nap,time,time,11,11,30,36.66666667,36.66666667,noun,noun,noun,0,0,0,0.026,0,mturk2,5
m,napkin,at,at,7,7,30,23.33333333,23.33333333,noun,other,other,0,0,0,NA,NA,NA,NA
m,napkin,cleaning,clean,13,13,30,43.33333333,43.33333333,noun,noun,adjective,present_participle,0,0,0.054,0,NA,NA
m,napkin,cloth,cloth,10,10,30,33.33333333,33.33333333,noun,noun,noun,0,0,0,0.02,0,NA,NA
m,napkin,colors,color,8,8,30,26.66666667,26.66666667,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,napkin,dinners,dinner,7,7,30,23.33333333,23.33333333,noun,noun,noun,numbers,0,0,0.067,0,NA,NA
m,napkin,disposable,dispose,5,5,30,16.66666667,16.66666667,noun,adjective,verb,actions_process,0,0,NA,NA,NA,NA
m,napkin,folding,fold,7,14,30,23.33333333,46.66666667,noun,verb,noun,present_participle,0,0,0.034,0,NA,NA
m,napkin,hands,hand,12,12,30,40,40,noun,noun,noun,numbers,0,0,NA,NA,NA,NA
m,napkin,laps,lap,7,7,30,23.33333333,23.33333333,noun,noun,noun,numbers,0,0,0.034,0,NA,NA
m,napkin,mouth,mouth,7,7,30,23.33333333,23.33333333,noun,noun,noun,0,0,0,0.034,0,NA,NA
m,napkin,paper,paper,20,20,30,66.66666667,66.66666667,noun,noun,noun,0,0,0,0.114,0,NA,NA
m,napkin,placed,place,7,7,30,23.33333333,23.33333333,noun,verb,noun,past_tense,0,0,NA,NA,NA,NA
m,napkin,soft,soft,5,5,30,16.66666667,16.66666667,noun,adjective,adjective,0,0,0,NA,NA,NA,NA
m,napkin,square,square,9,9,30,30,30,noun,noun,noun,0,0,0,NA,NA,NA,NA
m,napkin,tables,table,9,9,30,30,30,noun,noun,noun,numbers,0,0,0.034,0,NA,NA
m,napkin,unfolding,fold,7,14,30,23.33333333,46.66666667,noun,verb,noun,present_participle,0,0,0.034,0,NA,NA
m,napkin,white,white,11,11,30,36.66666667,36.66666667,noun,adjective,adjective,0,0,0,0.013,0,NA,NA
m,napkin,wiping,wipe,19,19,30,63.33333333,63.33333333,noun,verb,verb,present_participle,0,0,0.148,0.02,NA,NA
b,narrow,skinny,skin,20,20,76,26.31578947,26.31578947,adjective,adjective,noun,characteristic,0,0,0.07,0,wl21b,3
b,narrow,small,small,37,39,76,48.68421053,51.31578947,adjective,adjective,adjective,0,0,0,0.098,0,wl21b,3
b,narrow,smaller,small,2,39,76,2.631578947,51.31578947,adjective,adjective,adjective,magnitude,0,0,0.098,0,wl21b,3
b,narrow,space,space,11,15,76,14.47368421,19.73684211,adjective,noun,noun,0,0,0,0.014,0,wl21b,3
b,narrow,spaces,space,4,15,76,5.263157895,19.73684211,adjective,noun,noun,numbers,0,0,0.014,0,wl21b,3
b,narrow,thin,thin,17,17,76,22.36842105,22.36842105,adjective,adjective,adjective,0,0,0,0.105,0,wl21b,3
b,narrow,tight,tight,15,15,76,19.73684211,19.73684211,adjective,adjective,adjective,0,0,0,NA,NA,wl21b,3
b,narrow,wide,wide,14,22,76,18.42105263,28.94736842,adjective,adjective,adjective,0,0,0,0.406,0.179,wl21b,3
b,narrow,width,wide,8,22,76,10.52631579,28.94736842,adjective,noun,adjective,characteristic,0,0,0.406,0.179,wl21b,3
b,nation,country,country,20,20,30,66.66666667,66.66666667,noun,noun,noun,0,0,0,0.345,0,mturk2,5
b,nation,government,govern,6,6,30,20,20,noun,noun,verb,actions_process,0,0,NA,NA,mturk2,5
b,nation,group,group,9,10,30,30,33.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,nation,groups,group,1,10,30,3.333333333,33.33333333,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,nation,land,land,5,5,30,16.66666667,16.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,nation,people,person,20,21,30,66.66666667,70,noun,noun,noun,numbers,0,0,0.042,0,mturk2,5
b,nation,peoples,person,1,21,30,3.333333333,70,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,nation,state,state,3,6,30,10,20,noun,noun,noun,0,0,0,0.042,0.055,mturk2,5
b,nation,states,state,3,6,30,10,20,noun,noun,noun,numbers,0,0,0.042,0.055,mturk2,5
b,nation,united,unite,5,5,30,16.66666667,16.66666667,noun,adjective,verb,past_tense,0,0,0.036,0,mturk2,5
b,native,american,america,5,7,76,6.578947368,9.210526316,adjective,adjective,noun,characteristic,0,0,0.132,0.028,wl12,3
b,native,americans,america,2,7,76,2.631578947,9.210526316,adjective,noun,noun,characteristic,numbers,0,NA,NA,wl12,3
b,native,area,area,8,8,76,10.52631579,10.52631579,adjective,noun,noun,0,0,0,NA,NA,wl12,3
b,native,country,country,8,8,76,10.52631579,10.52631579,adjective,noun,noun,0,0,0,0.028,0,wl12,3
b,native,indian,indian,6,13,76,7.894736842,17.10526316,adjective,noun,noun,0,0,0,0.25,0.034,wl12,3
b,native,indians,indian,7,13,76,9.210526316,17.10526316,adjective,noun,noun,numbers,0,0,0.25,0.034,wl12,3
b,native,origin,origin,4,8,76,5.263157895,10.52631579,adjective,noun,noun,0,0,0,0.014,NA,wl12,3
b,native,original,origin,2,8,76,2.631578947,10.52631579,adjective,adjective,noun,characteristic,0,0,0.028,0,wl12,3
b,native,originals,origin,1,8,76,1.315789474,10.52631579,adjective,noun,noun,numbers,0,0,0.014,NA,wl12,3
b,native,originate,origin,1,8,76,1.315789474,10.52631579,adjective,verb,noun,characteristic,0,0,0.014,NA,wl12,3
b,natural,man,man,6,6,30,20,20,adjective,noun,noun,0,0,0,NA,NA,mturk2,5
b,natural,nature,nature,10,10,30,33.33333333,33.33333333,adjective,noun,noun,0,0,0,0.087,0,mturk2,5
b,natural,normal,normal,3,4,30,10,13.33333333,adjective,adjective,adjective,0,0,0,NA,NA,mturk2,5
b,natural,normalcy,normal,1,4,30,3.333333333,13.33333333,adjective,noun,adjective,characteristic,0,0,NA,NA,mturk2,5
b,natural,occurring,occur,2,4,30,6.666666667,13.33333333,adjective,verb,verb,present_participle,0,0,NA,NA,mturk2,5
b,natural,occurs,occur,2,4,30,6.666666667,13.33333333,adjective,verb,verb,third_person,0,0,NA,NA,mturk2,5
b,natural,without,with,4,4,30,13.33333333,13.33333333,adjective,other,other,not,0,0,NA,NA,mturk2,5
b,nature,animals,animal,34,34,76,44.73684211,44.73684211,noun,noun,noun,numbers,0,0,0.031,0.013,wl12,3
b,nature,flowers,flower,13,13,76,17.10526316,17.10526316,noun,noun,noun,numbers,0,0,NA,NA,wl12,3
b,nature,grass,grass,18,18,76,23.68421053,23.68421053,noun,noun,noun,0,0,0,NA,NA,wl12,3
b,nature,outdoor,outdoor,1,17,76,1.315789474,22.36842105,noun,adjective,adjective,0,0,0,NA,NA,wl12,3
b,nature,outdoors,outdoor,16,17,76,21.05263158,22.36842105,noun,adjective,adjective,numbers,0,0,0.038,0,wl12,3
b,nature,outside,outside,23,23,76,30.26315789,30.26315789,noun,other,other,0,0,0,0.031,0.013,wl12,3
b,nature,people,person,8,16,76,10.52631579,21.05263158,noun,noun,noun,numbers,0,0,NA,NA,wl12,3
b,nature,person,person,3,16,76,3.947368421,21.05263158,noun,noun,noun,0,0,0,NA,NA,wl12,3
b,nature,personality,person,4,16,76,5.263157895,21.05263158,noun,noun,noun,characteristic,characteristic,0,NA,NA,wl12,3
b,nature,persons,person,1,16,76,1.315789474,21.05263158,noun,noun,noun,numbers,0,0,NA,NA,wl12,3
b,nature,plants,plant,19,19,76,25,25,noun,noun,noun,numbers,0,0,0.023,0,wl12,3
b,nature,tree,tree,2,42,76,2.631578947,55.26315789,noun,noun,noun,0,0,0,0.292,0.014,wl12,3
b,nature,trees,tree,40,42,76,52.63157895,55.26315789,noun,noun,noun,numbers,0,0,0.292,0.014,wl12,3
b,nausea,feel,feel,3,17,30,10,56.66666667,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,nausea,feeling,feel,13,17,30,43.33333333,56.66666667,noun,noun,verb,present_participle,0,0,NA,NA,mturk2,5
b,nausea,feels,feel,1,17,30,3.333333333,56.66666667,noun,verb,verb,third_person,0,0,NA,NA,mturk2,5
b,nausea,sick,sick,13,23,30,43.33333333,76.66666667,noun,adjective,adjective,0,0,0,0.448,0.016,mturk2,5
b,nausea,sickness,sick,10,23,30,33.33333333,76.66666667,noun,noun,adjective,characteristic,0,0,0.448,0.016,mturk2,5
b,nausea,stomach,stomach,13,13,30,43.33333333,43.33333333,noun,noun,noun,0,0,0,0.032,0,mturk2,5
b,nausea,upset,upset,5,6,30,16.66666667,20,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,nausea,upsets,upset,1,6,30,3.333333333,20,noun,verb,verb,third_person,0,0,NA,NA,mturk2,5
b,nausea,vomit,vomit,8,17,30,26.66666667,56.66666667,noun,verb,verb,0,0,0,0.247,0,mturk2,5
b,nausea,vomiting,vomit,9,17,30,30,56.66666667,noun,verb,verb,present_participle,0,0,0.247,0,mturk2,5
b,nauseous,cause,cause,2,5,30,6.666666667,16.66666667,adjective,noun,noun,0,0,0,NA,NA,mturk2,5
b,nauseous,caused,cause,3,5,30,10,16.66666667,adjective,verb,noun,past_tense,0,0,NA,NA,mturk2,5
b,nauseous,feel,feel,7,24,30,23.33333333,80,adjective,verb,verb,0,0,0,NA,NA,mturk2,5
b,nauseous,feeling,feel,12,24,30,40,80,adjective,noun,verb,present_participle,0,0,NA,NA,mturk2,5
b,nauseous,feels,feel,5,24,30,16.66666667,80,adjective,verb,verb,third_person,0,0,NA,NA,mturk2,5
b,nauseous,food,food,7,7,30,23.33333333,23.33333333,adjective,noun,noun,0,0,0,NA,NA,mturk2,5
b,nauseous,ill,ill,5,6,30,16.66666667,20,adjective,adjective,adjective,0,0,0,0.02,0,mturk2,5
b,nauseous,illness,ill,1,6,30,3.333333333,20,adjective,noun,adjective,characteristic,0,0,0.02,0,mturk2,5
b,nauseous,pregnancy,pregnant,3,5,30,10,16.66666667,adjective,noun,adjective,characteristic,0,0,0.013,NA,mturk2,5
b,nauseous,pregnant,pregnant,2,5,30,6.666666667,16.66666667,adjective,adjective,adjective,0,0,0,0.013,NA,mturk2,5
b,nauseous,sick,sick,19,25,30,63.33333333,83.33333333,adjective,adjective,adjective,0,0,0,0.613,0,mturk2,5
b,nauseous,sickening,sick,2,25,30,6.666666667,83.33333333,adjective,adjective,adjective,present_participle,0,0,0.613,0,mturk2,5
b,nauseous,sickly,sick,1,25,30,3.333333333,83.33333333,adjective,adjective,adjective,characteristic,0,0,0.613,0,mturk2,5
b,nauseous,sickness,sick,3,25,30,10,83.33333333,adjective,noun,adjective,characteristic,0,0,0.613,0,mturk2,5
b,nauseous,stomach,stomach,13,13,30,43.33333333,43.33333333,adjective,noun,noun,0,0,0,0.02,0,mturk2,5
b,nauseous,throw,throw,3,7,30,10,23.33333333,adjective,verb,verb,0,0,0,NA,NA,mturk2,5
b,nauseous,throwing,throw,4,7,30,13.33333333,23.33333333,adjective,verb,verb,present_participle,0,0,NA,NA,mturk2,5
b,nauseous,up,up,8,8,30,26.66666667,26.66666667,adjective,other,other,0,0,0,NA,NA,mturk2,5
b,nauseous,vomit,vomit,5,10,30,16.66666667,33.33333333,adjective,verb,verb,0,0,0,0.127,0,mturk2,5
b,nauseous,vomiting,vomit,5,10,30,16.66666667,33.33333333,adjective,verb,verb,present_participle,0,0,0.127,0,mturk2,5
b,nauseous,way,way,5,5,30,16.66666667,16.66666667,adjective,noun,noun,0,0,0,NA,NA,mturk2,5
b,navigator,compass,compass,6,7,30,20,23.33333333,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,navigator,compasses,compass,1,7,30,3.333333333,23.33333333,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,navigator,direction,direct,5,15,30,16.66666667,50,noun,noun,adjective,actions_process,0,0,NA,NA,mturk2,5
b,navigator,directions,direct,7,15,30,23.33333333,50,noun,noun,adjective,actions_process,numbers,0,NA,NA,mturk2,5
b,navigator,director,direct,1,15,30,3.333333333,50,noun,noun,adjective,person_object,0,0,0.02,0,mturk2,5
b,navigator,directs,direct,2,15,30,6.666666667,50,noun,verb,adjective,numbers,0,0,NA,NA,mturk2,5
b,navigator,give,give,1,5,30,3.333333333,16.66666667,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,navigator,gives,give,4,5,30,13.33333333,16.66666667,noun,verb,verb,third_person,0,0,NA,NA,mturk2,5
b,navigator,map,map,6,8,30,20,26.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,navigator,mapping,map,1,8,30,3.333333333,26.66666667,noun,noun,noun,present_participle,0,0,NA,NA,mturk2,5
b,navigator,maps,map,1,8,30,3.333333333,26.66666667,noun,noun,noun,numbers,0,0,NA,NA,mturk2,5
b,navigator,person,person,8,8,30,26.66666667,26.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,navigator,ship,ship,5,8,30,16.66666667,26.66666667,noun,noun,noun,0,0,0,0.187,0,mturk2,5
b,navigator,ships,ship,3,8,30,10,26.66666667,noun,noun,noun,numbers,0,0,0.187,0,mturk2,5
b,navigator,tell,tell,1,5,30,3.333333333,16.66666667,noun,verb,verb,0,0,0,NA,NA,mturk2,5
b,navigator,tells,tell,4,5,30,13.33333333,16.66666667,noun,verb,verb,third_person,0,0,NA,NA,mturk2,5
b,navigator,way,way,8,8,30,26.66666667,26.66666667,noun,noun,noun,0,0,0,NA,NA,mturk2,5
b,navy,armed,arm,13,13,60,21.66666667,21.66666667,noun,verb,noun,past_tense,0,0,NA,NA,wl19,2
b,navy,army,army,11,11,60,18.33333333,18.33333333,noun,noun,noun,0,0,0,0.543,0.5,wl19,2
b,navy,blue,blue,25,25,60,41.66666667,41.66666667,noun,adjective,adjective,0,0,0,0.123,0,wl19,2
b,navy,boat,boat,4,11,60,6.666666667,18.33333333,noun,noun,noun,0,0,0,0.036,0,wl19,2
b,navy,boats,boat,7,11,60,11.66666667,18.33333333,noun,noun,noun,numbers,0,0,0.036,0,wl19,2
b,navy,color,color,19,19,60,31.66666667,31.66666667,noun,noun,noun,0,0,0,NA,NA,wl19,2
b,navy,force,force,1,12,60,1.666666667,20,noun,noun,noun,0,0,0,NA,NA,wl19,2
b,navy,forces,force,11,12,60,18.33333333,20,noun,noun,noun,third_person,0,0,NA,NA,wl19,2
b,navy,military,military,24,24,60,40,40,noun,adjective,adjective,0,0,0,0.022,0.014,wl19,2
b,navy,sea,sea,12,17,60,20,28.33333333,noun,noun,noun,0,0,0,NA,NA,wl19,2
b,navy,seabees,sea,1,17,60,1.666666667,28.33333333,noun,noun,noun,characteristic,0,0,NA,NA,wl19,2
b,navy,seafaring,sea,1,17,60,1.666666667,28.33333333,noun,verb,noun,present_participle,0,0,NA,NA,wl19,2
b,navy,seas,sea,3,17,60,5,28.33333333,noun,noun,noun,numbers,0,0,NA,NA,wl19,2
b,navy,ship,ship,1,12,60,1.666666667,20,noun,noun,noun,0,0,0,0.094,0,wl19,2
b,navy,ships,ship,11,12,60,18.33333333,20,noun,noun,noun,numbers,0,0,0.094,0,wl19,2
b,navy,water,water,23,25,60,38.33333333,41.66666667,noun,noun,noun,0,0,0,0.036,0,wl19,2
b,navy,waters,water,2,25,60,3.333333333,41.66666667,noun,noun,noun,numbers,0,0,0.036,0,wl19,2
b,near,almost,almost,6,6,71,8.450704225,8.450704225,other,other,other,0,0,0,NA,NA,wl13,3
b,near,away,away,6,6,71,8.450704225,8.450704225,other,other,other,0,0,0,NA,NA,wl13,3
b,near,close,close,68,69,71,95.77464789,97.18309859,other,adjective,adjective,0,0,0,0.394,0.09,wl13,3
